document_post_id	old_type	new_type	document_title	primary_process	primary_collection	document_url
8777	statement	special_report	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления А.В. Травиной в партком Комитета по высшей школе Совнаркома СССР	ПРОЦЕСС 2-12 МАРТА 1938 г.	БУХАРИН	http://showtrials.ru/speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-zayavleniya-a-v-travinoj-v-partkom-komiteta-po-vysshej-shkole-sovnarkoma-sssr/
7385	unknown	letter	Шифртелеграмма М.М. Литвинова И.В. Сталину с пересказом содержания письма Р. Роллана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/shifrtelegramma-m-m-litvinova-i-v-stalinu-s-pereskazom-soderzhaniya-pisma-r-rollana/
7235	memo_note	letter	Записка Л.З. Мехлиса секретарям ЦК ВКП(б) с приложением письма А.И. Муралова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/zapiska-l-z-mehlisa-sekretaryam-czk-vkpb-s-prilozheniem-pisma-a-i-muralova/
8592	statement	special_report	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления А.Н. Слепкова и справки по его делу	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/speczsoobshhenie-ya-s-agranova-i-v-stalinu-s-prilozheniem-zayavleniya-a-n-slepkova-i-spravki-po-ego-delu/
8597	statement	special_report	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления П.Г. Петровского	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/speczsoobshhenie-ya-s-agranova-i-v-stalinu-s-prilozheniem-zayavleniya-p-g-petrovskogo/
5259	statement	special_report	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением копии заявления ссыльного троцкиста К.И. Грюнштейна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/speczsoobshhenie-g-g-yagody-i-v-stalinu-s-prilozheniem-kopii-zayavleniya-ssylnogo-troczkista-k-i-gryunshtejna/
8576	statement	special_report	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/speczsoobshhenie-ya-s-agranova-i-v-stalinu-s-prilozheniem-zayavleniya-e-v-czetlina-2/
8574	statement	special_report	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/speczsoobshhenie-ya-s-agranova-i-v-stalinu-s-prilozheniem-zayavleniya-e-v-czetlina/
8568	unknown	testimony	Показания Н.А. Угланова	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/pokazaniya-n-a-uglanova/
8565	unknown	testimony	Показания А.Ю. Айхенвальда	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/pokazaniya-a-yu-ajhenvalda/
8259	unknown	letter	Сообщение Г.А. Молчанова Я.С. Агранову с приложением обнаруженных при обыске записки и письма Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/soobshhenie-g-a-molchanova-ya-s-agranovu-s-prilozheniem-obnaruzhennyh-pri-obyske-zapiski-i-pisma-e-v-czetlina/
8240	unknown	testimony	Показания П.Г. Петровского	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/pokazaniya-p-g-petrovskogo/
8176	unknown	testimony	Показания И.Н. Смирнова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/pokazaniya-i-n-smirnova-ot-15-yanvarya-1933-g/
7186	statement	special_report	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Р.И. Тодорской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-zayavleniya-r-i-todorskoj/
7275	unknown	indictment	Проект обвинительного заключения по делу “параллельного троцкистского центра”	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/proekt-obvinitelnogo-zaklyucheniya-po-delu-parallelnogo-troczkistskogo-czentra/
7030	memo_note	letter	Записка Л.З. Мехлиса секретарям ЦК с приложением копии письма киевского корреспондента “Правды” Е. Портного	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/zapiska-l-z-mehlisa-sekretaryam-czk-s-prilozheniem-kopii-pisma-kievskogo-korrespondenta-pravdy-e-portnogo/
5904	statement	special_report	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления К.Б. Радека о своей невиновности	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-zayavleniya-k-b-radeka-o-svoej-nevinovnosti/
6476	statement	special_report	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления В.Д. Каспаровой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-zayavleniya-v-d-kasparovoj/
7198	unknown	testimony	Дополнительные показания Л.С. Ассиновского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/dopolnitelnye-pokazaniya-l-s-assinovskogo/
6216	statement	special_report	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления В.И. Невского Н.И. Ежову о признании своей вины	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-zayavleniya-v-i-nevskogo-n-i-ezhovu-o-priznanii-svoej-viny/
6200	unknown	testimony	Собственноручное показание Я.Д. Лейбмана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/sobstvennoruchnoe-pokazanie-ya-d-lejbmana/
11258	unknown	draft_project	Проект постановления Прокурора Союза ССР А.Я. Вышинского о прекращении следственного производства в отношении Рыкова А.И. и Бухарина Н.И.	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/proekt-postanovleniya-prokurora-soyuza-ssr-a-ya-vyshinskogo-o-prekrashhenii-sledstvennogo-proizvodstva-v-otnoshenii-rykova-a-i-i-buharina-n-i/
10822	unknown	letter	Черновики письма Н.И. Ежова И.В. Сталину об обстоятельствах самоубийства М.П. Томского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/chernoviki-pisma-n-i-ezhova-i-v-stalinu-ob-obstoyatelstvah-samoubijstva-m-p-tomskogo/
5817	statement	special_report	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления П.Ф. Сапожникова И.В. Сталину и справки СПО ГУГБ НКВД по делу П.Ф. Сапожникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-zayavleniya-p-f-sapozhnikova-i-v-stalinu-i-spravki-spo-gugb-nkvd-po-delu-p-f-sapozhnikova/
6890	unknown	letter	Письма М.И. Томской И.В. Сталину	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/pisma-m-i-tomskoj-i-v-stalinu/
6918	unknown	testimony	Показания обвиняемого С.А. Чихладзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/pokazaniya-obvinyaemogo-s-a-chihladze-2/
7419	memo_note	letter	Записка А.Я. Вышинского Н.И. Ежову с приложением письма Б.М. Беккера о С.В. Мрачковском	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/zapiska-a-ya-vyshisnkogo-n-i-ezhovu-s-prilozheniem-pisma-b-m-bekkrea-o-s-v-mrachkovskom/
6868	unknown	letter	Письма Ш.М. Дволайцкого Н.И. Ежову и В.М. Молотову о знакомстве с М.В. Поздеевой и М.И. Лурье	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/pisma-sh-m-dvolajczkogo-n-i-ezhovu-i-v-m-molotovu-o-znakomstve-s-m-v-pozdeevoj-i-m-i-lure/
6905	unknown	testimony	Показания обвиняемого С.А. Чихладзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/pokazaniya-obvinyaemogo-s-a-chihladze/
2484	unknown	plea_pardon	ПРОШЕНИЯ ПОДСУДИМЫХ О ПОМИЛОВАНИИ	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ХОД ПРОЦЕССА	http://showtrials.ru/prosheniya-podsudimyh-o-pomilovanii/
5785	unknown	letter	Предсмертные письма И.Н. Смирнова жене М.Г. Короп и дочери О.И. Смирновой	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/predsmertnye-pisma-i-n-smirnova-zhene-m-g-korop-i-docheri-o-i-smirnovoj/
5774	unknown	letter	Предсмертные письма и наброски М.П. Томского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/predsmertnye-pisma-i-nabroski-m-p-tomskogo/
5771	unknown	plan_instruction	Краткий план-конспект обвинительной речи А.Я. Вышинского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/kratkij-plan-konspekt-obvinitelnoj-rechi-a-ya-vyshinskogo/
6872	unknown	letter	Письма Б.Н. Сахова Н.И. Ежову и Г.Г. Ягоде из Верхнеуралькой тюрьмы особого назначения с приложением справки СПО ГУГБ НКВД СССР	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/pisma-b-n-sahova-n-i-ezhovu-i-g-g-yagode-iz-verhneuralkoj-tyurmy-osobogo-naznacheniya-s-prilozheniem-spravki-spo-gugb-nkvd-sssr/
5768	statement	special_report	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления Г.Е. Зиновьева Г.С. Люшкову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	СПРАВКА	http://showtrials.ru/speczsoobshhenie-g-g-yagody-i-v-stalinu-s-prilozheniem-zayavleniya-g-e-zinoveva-g-s-lyushkovu/
10647	unknown	list	Список корреспондентов иностранной прессы, допущенных на процесс августа 1936 года	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/spisok-korrespondentov-inostrannoj-pressy-dopushhennyh-na-proczess-avgusta-1936-goda/
10626	unknown	list	Список работников дипломатического корпуса на получение билетов на процесс августа 1936 года	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/spisok-rabotnikov-diplomaticheskogo-korpusa-na-poluchenie-biletov-na-proczess-avgusta-1936-goda/
4288	unknown	speech	Выписка из стенографического отчета закрытого партсобрания редколлектива газеты “Известия” (выступления К.Б. Радека)	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/vypiska-iz-stenograficheskogo-otcheta-zakrytogo-partsobraniya-redkollektiva-gazety-izvestiya-vystupleniya-k-b-radeka/
6907	unknown	testimony	Показания обвиняемого М.Н. Цинцадзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/pokazaniya-obvinyaemogo-m-n-czinczadze/
6762	unknown	indictment	Проект обвинительного заключения по делу “троцкистско-зиновьевского террористического центра”	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/proekt-obvinitelnogo-zaklyucheniya-po-delu-troczkistsko-zinovevskogo-terroristicheskogo-czentra/
5727	statement	special_report	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления В.А. Тер-Ваганяна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	СПРАВКА	http://showtrials.ru/speczsoobshhenie-g-g-yagody-i-v-stalinu-s-prilozheniem-zayavleniya-v-a-ter-vaganyana/
5693	statement	special_report	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления Г.Е. Зиновьева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	СПРАВКА	http://showtrials.ru/speczsoobshhenie-g-g-yagody-i-v-stalinu-s-prilozheniem-zayavleniya-g-e-zinoveva/
9756	statement	special_report	Спецсообщение Г.А. Молчанова Н.И. Ежову с приложением заявления П.И. Шабалкина и справкой по его делу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/speczsoobshhenie-g-a-molchanova-n-i-ezhovu-s-prilozheniem-zayavleniya-p-i-shabalkina-i-spravkoj-po-ego-delu/
9753	statement	special_report	Спецсообщение Г.А. Молчанова Н.И. Ежову с приложением заявления А.П. Костиной и справкой по ее делу	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/speczsoobshhenie-g-a-molchanova-n-i-ezhovu-s-prilozheniem-zayavleniya-a-p-kostinoj/
5777	statement	special_report	Спецсообщение Г.А. Молчанова Н.И. Ежову с приложением заявления А.О. Альского от 15 апреля 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/speczsoobshhenie-g-a-molchanova-n-i-ezhovu-s-prilozheniem-zayavleniya-a-o-alskogo-ot-15-aprelya-1936-g/
