document_post_id	old_type	new_type	document_title	primary_process	primary_collection	document_url
8228	unknown	testimony	Протокол показаний А.Ф. Астровой	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/protokol-doprosa-a-f-astrovoj/
8212	unknown	telegram	Телеграммы Н.Н. Алексеева Г.Г. Ягоде и другим из Новосибирска о следствии по делу правых	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ	http://showtrials.ru/telegrammy-n-n-alekseeva-g-g-yagode-i-drugim-iz-novosibirska-o-sledstvii-po-delu-pravyh/
1514	unknown	conversation_recording	Протокол разговора Ем. Ярославского с Г.Е. Зиновьевым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/protokol-razgovora-zinoveva-s-yaroslavskim-3-oktyabrya-1932/
10793	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-28/
11306	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-14/
11304	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-13/
11302	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-12/
11300	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-11/
11298	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-10/
10791	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-27/
10789	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-26/
11295	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-9/
10785	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-25/
10783	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-24/
11293	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-8/
11291	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-7/
10781	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-23/
11289	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-6/
9156	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-21/
11286	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/11286-2/
11284	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-5/
11277	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-4/
10488	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-22/
11041	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-3/
9154	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-20/
11348	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-15/
11346	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-14/
11341	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-12/
11338	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-11/
11036	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu-2/
11335	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-10/
11333	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-9/
11331	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-8/
11329	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-7/
11327	unknown	telegram	Л.Л. Седов – Н.И. Седовой (телеграмма)	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-telegramma/
11325	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-6/
11323	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-5/
11343	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-13/
11032	unknown	letter	Л.Л. Седов – Л.Д. Троцкому	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-l-d-troczkomu/
11318	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-4/
9152	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-19/
11316	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-3/
11312	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj-2/
11006	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/v-p-olberg-l-d-troczkomu-9/
11308	unknown	letter	Л.Л. Седов – Н.И. Седовой	ТРОЦКИЙ	ТРОЦКИЙ	http://showtrials.ru/l-l-sedov-n-i-sedovoj/
9150	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-2/
9143	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-17/
9146	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu/
9139	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-16/
10775	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-16/
9136	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-15/
9134	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-14/
10772	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-15/
9132	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-13/
10770	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-14/
9124	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-12/
11003	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/v-p-olberg-l-d-troczkomu-8/
10768	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-13/
9110	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-7/
9102	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-5/
10766	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-12/
9148	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-18/
10764	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-11/
10762	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-10/
9100	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-4/
9122	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-11/
10757	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-9/
9107	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-6/
11001	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/v-p-olberg-l-d-troczkomu-7/
10755	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-7/
10746	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-8/
9120	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-10/
10795	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-29/
10999	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/v-p-olberg-l-d-troczkomu-6/
9093	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-3/
10893	unknown	letter	Л.Д. Троцкий – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/l-d-troczkij-v-p-olbergu-5/
9118	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-9/
10996	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/v-p-olberg-l-d-troczkomu-5/
10738	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-6/
9091	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-2/
10891	unknown	letter	Л.Д. Троцкий – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/l-d-troczkij-v-p-olbergu-4/
10722	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-3/
9087	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu/
10736	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-5/
10991	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/10991-2/
10889	unknown	letter	Л.Д. Троцкий – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/l-d-troczkij-v-p-olbergu-3/
10731	unknown	letter	В.П. Ольберг – Л.Л. Седову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-v-p-olberga-l-l-sedovu-4/
10987	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/v-p-olberg-l-d-troczkomu-4/
9116	unknown	letter	Л.Л. Седов – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pismo-l-l-sedova-v-p-olbergu-8/
10880	unknown	letter	Л.Д. Троцкий – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/l-d-troczkij-v-p-olbergu-2/
10984	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/v-p-olberg-l-d-troczkomu-3/
10877	unknown	letter	Л.Д. Троцкий – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/l-d-troczkij-v-p-olbergu/
10982	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/v-p-olberg-l-d-troczkomu-2/
4202	unknown	letter	Л.Д. Троцкий – В.П. Ольбергу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/pisma-l-d-troczkogo-v-p-olbergu/
10979	unknown	letter	В.П. Ольберг – Л.Д. Троцкому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/v-p-olberg-l-d-troczkomu/
9061	unknown	brochure	Брошюра В.П. Ольберга “Проблемы войны. Может ли Лига Наций обеспечить мир?”	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ	http://showtrials.ru/broshyura-v-p-olberga-problemy-vojny-mozhet-li-liga-naczij-obespechit-mir/
7267	unknown	telegram	Шифртелеграмма А.А. Трояновского в НКИД и Политбюро об информировании американских журналистов о показаниях В.Г. Ромма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/shifrtelegramma-a-a-troyanovskogo-v-nkid-i-politbyuro-ob-informirovanii-amerikanskih-zhurnalistov-o-pokazaniyah-v-g-romma/
7262	unknown	telegram	Шифртелеграмма Н.Н. Крестинского В.П. Потемкину о разрешении на въезд в СССР для французских общественных деятелей	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/7262-2/
7265	unknown	telegram	Шифртелеграмма В.П. Потемкина в НКИД и Политбюро о разрешении на въезд в СССР для французских общественных деятелей	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/shifrtelegramma-v-p-potemkina-v-nkid-i-politbyuro-o-razreshenii-na-vezd-v-sssr-dlya-franczuzskih-obshhestvennyh-deyatelej/
7096	unknown	telegram	Шифртелеграмма А.А. Трояновского в НКИД и Политбюро ЦК об ответе на телеграмму Н. Томаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/shifrtelegramma-a-a-troyanovskogo-v-nkid-i-politbyuro-czk-ob-otvete-na-telegrammu-n-tomasa/
