person	position	position_is_noisy	document_count	person_total_documents	share_of_person_documents
Е.Б. Федосеева	обвиняемый	no	1	1	1.0
Е.Б. Федосеева	правый	yes	1	1	1.0
Е.Б. Федосеева	представитель	yes	1	1	1.0
Е.Б. Федосеева	руководитель	no	1	1	1.0
Е.Б. Федосеева	секретарь	no	1	1	1.0
Е.Б. Федосеева	троцкист	yes	1	1	1.0
Е.Б. Федосеева	член	yes	1	1	1.0
Е.В. Пикель	подсудимый	no	1	1	1.0
Е.В. Цетлина	редактор	no	1	20	0.05
Е.В. Цетлина	руководитель	no	1	20	0.05
Е.В. Цетлина	свидетель	no	1	20	0.05
Е.В. Цетлина	сотрудник	no	1	20	0.05
Е.В. Цетлина	троцкист	yes	1	20	0.05
Е.Д. Соколовой	вредитель	yes	1	2	0.5
Е.Д. Соколовой	директор	no	1	2	0.5
Е.Д. Соколовой	посол	no	1	2	0.5
Е.Д. Соколовой	прокурор	no	1	2	0.5
Е.Д. Соколовой	свидетель	no	1	2	0.5
Е.Д. Соколовой	троцкист	yes	1	2	0.5
Е.И. Лакиды	нарком	no	1	1	1.0
Е.И. Лакиды	секретарь	no	1	1	1.0
Е.И. Лакиды	сотрудник	no	1	1	1.0
Е.И. Майзлиной	комиссар	no	1	2	0.5
Е.И. Майзлиной	секретарь	no	1	2	0.5
Е.И. Медкова	свидетель	no	1	1	1.0
Е.И. Медкова	сотрудник	no	1	1	1.0
Е.И. Медкова	троцкист	yes	1	1	1.0
Е.И. Медкова	член	yes	1	1	1.0
Е.И. Перлина	комиссар	no	1	1	1.0
Е.И. Перлина	обвиняемый	no	1	1	1.0
Е.И. Перлина	правый	yes	1	1	1.0
Е.И. Перлина	секретарь	no	1	1	1.0
Е.И. Перлина	троцкист	yes	1	1	1.0
Е.И. Перлина	член	yes	1	1	1.0
Е.К. Коршунова	правый	yes	1	3	0.3333
Е.К. Коршунова	руководитель	no	1	3	0.3333
Е.К. Мухановой	кандидат	yes	1	13	0.0769
Е.К. Мухановой	начальник	no	1	13	0.0769
Е.К. Мухановой	руководитель	no	1	13	0.0769
Е.М. Бочарова	директор	no	1	1	1.0
Е.М. Бочарова	нарком	no	1	1	1.0
Е.М. Бочарова	руководитель	no	1	1	1.0
Е.М. Бочарова	троцкист	yes	1	1	1.0
Е.М. Дебрева	адвокат	no	1	1	1.0
Е.М. Дебрева	троцкист	yes	1	1	1.0
Е.М. Дебрева	член	yes	1	1	1.0
Е.М. Манюрин-Броварский	комиссар	no	1	2	0.5
Е.М. Манюрин-Броварский	правый	yes	1	2	0.5
Е.М. Манюрин-Броварский	редактор	no	1	2	0.5
Е.М. Манюрин-Броварский	руководитель	no	1	2	0.5
Е.М. Манюрин-Броварский	сотрудник	no	1	2	0.5
Е.М. Пружанской	кандидат	yes	1	1	1.0
Е.М. Пружанской	комиссар	no	1	1	1.0
Е.М. Пружанской	секретарь	no	1	1	1.0
Е.М. Пружанской	троцкист	yes	1	1	1.0
Е.М. Пружанской	член	yes	1	1	1.0
Е.М. Рыбальченко	заместитель	no	1	2	0.5
Е.М. Ярославским	нарком	no	1	1	1.0
Е.М. Ярославским	правый	yes	1	1	1.0
Е.М. Ярославским	председатель	no	1	1	1.0
Е.М. Ярославским	секретарь	no	1	1	1.0
Е.М. Ярославским	троцкист	yes	1	1	1.0
Е.М. Ярославским	член	yes	1	1	1.0
Е.Н. Васильева	кандидат	yes	1	2	0.5
Е.Н. Васильева	сотрудник	no	1	2	0.5
Е.Н. Васильева	член	yes	1	2	0.5
Е.О. Симак	руководитель	no	1	2	0.5
Е.О. Симак	сотрудник	no	1	2	0.5
Е.П. Рудневой	член	yes	1	1	1.0
Е.Р. Майера	агент	no	1	2	0.5
Е.Р. Майера	начальник	no	1	2	0.5
Е.Р. Майера	правый	yes	1	2	0.5
Е.Р. Майера	сотрудник	no	1	2	0.5
Е.Р. Майера	троцкист	yes	1	2	0.5
Е.Р. Майера	член	yes	1	2	0.5
Е.С. Мельниковой	нарком	no	1	1	1.0
Е.С. Мельниковой	сотрудник	no	1	1	1.0
Е.С. Мишаковой	свидетель	no	1	2	0.5
Е.Т. Тимофеева	прокурор	no	1	1	1.0
Е.Т. Тимофеева	руководитель	no	1	1	1.0
Е.Т. Тимофеева	секретарь	no	1	1	1.0
Е.Т. Тимофеева	троцкист	yes	1	1	1.0
Е.Т. Черкасовой	начальник	no	1	1	1.0
Е.Т. Черкасовой	свидетель	no	1	1	1.0
Е.Т. Черкасовой	сотрудник	no	1	1	1.0
Е.Т. Черкасовой	член	yes	1	1	1.0
Е.Ф. Ермолаевой	директор	no	1	1	1.0
Е.Ф. Ермолаевой	комиссар	no	1	1	1.0
Е.Ф. Ермолаевой	председатель	no	1	1	1.0
Е.Ф. Ермолаевой	редактор	no	1	1	1.0
Е.Ф. Ермолаевой	секретарь	no	1	1	1.0
Е.Ф. Ермолаевой	следователь	no	1	1	1.0
Е.Ф. Ермолаевой	троцкист	yes	1	1	1.0
Е.Ф. Ермолаевой	член	yes	1	1	1.0
Е.Ф. Куликова	директор	no	1	6	0.1667
Е.Ф. Куликова	начальник	no	1	6	0.1667
Е.Ф. Куликова	представитель	yes	1	6	0.1667
Е.Ф. Куликовым	заместитель	no	1	1	1.0
Е.Ф. Куликовым	нарком	no	1	1	1.0
Е.Ф. Куликовым	правый	yes	1	1	1.0
Е.Ф. Куликовым	представитель	yes	1	1	1.0
Е.Ф. Куликовым	троцкист	yes	1	1	1.0
Е.Ф. Куликовым	член	yes	1	1	1.0
Е.Ф. Тойво-Пешина	троцкист	yes	1	1	1.0
Е.Ф. Тойво-Пешина	член	yes	1	1	1.0
Е.Э. Чернозубовой	член	yes	1	1	1.0
Е.Я. Буклея	агент	no	1	1	1.0
Е.Я. Буклея	нарком	no	1	1	1.0
Е.Я. Буклея	посол	no	1	1	1.0
Е.Я. Буклея	свидетель	no	1	1	1.0
Е.Я. Буклея	секретарь	no	1	1	1.0
Е.Я. Буклея	сотрудник	no	1	1	1.0
Е.Я. Буклея	троцкист	yes	1	1	1.0
Е.Я. Буклея	член	yes	1	1	1.0
Ежов	судья	no	1	466	0.0021
З.А. Ашрафяна	кандидат	yes	1	4	0.25
З.А. Ашрафяна	комиссар	no	1	4	0.25
З.А. Ашрафяна	прокурор	no	1	4	0.25
З.А. Ашрафяна	редактор	no	1	4	0.25
З.А. Ашрафяна	сотрудник	no	1	4	0.25
З.В. Флоровой	директор	no	1	2	0.5
З.В. Флоровой	заместитель	no	1	2	0.5
З.Д. Ханик	кандидат	yes	1	2	0.5
З.Д. Ханик	начальник	no	1	2	0.5
З.Д. Ханик	секретарь	no	1	2	0.5
З.Д. Ханик	член	yes	1	2	0.5
З.Е. Саркисьяна	директор	no	1	1	1.0
З.Е. Саркисьяна	заместитель	no	1	1	1.0
З.Е. Саркисьяна	кандидат	yes	1	1	1.0
З.Е. Саркисьяна	нарком	no	1	1	1.0
З.Е. Саркисьяна	начальник	no	1	1	1.0
З.Е. Саркисьяна	председатель	no	1	1	1.0
З.Е. Саркисьяна	представитель	yes	1	1	1.0
З.Е. Саркисьяна	прокурор	no	1	1	1.0
З.Е. Саркисьяна	редактор	no	1	1	1.0
З.Е. Саркисьяна	руководитель	no	1	1	1.0
З.Е. Саркисьяна	секретарь	no	1	1	1.0
З.Е. Саркисьяна	сотрудник	no	1	1	1.0
З.Е. Саркисьяна	троцкист	yes	1	1	1.0
З.Е. Саркисьяна	член	yes	1	1	1.0
З.И. Давыдовой	обвиняемый	no	1	6	0.1667
З.И. Давыдовой	член	yes	1	6	0.1667
З.И. Фридмана	редактор	no	1	1	1.0
З.И. Фридмана	руководитель	no	1	1	1.0
З.И. Фридмана	секретарь	no	1	1	1.0
З.И. Фридмана	троцкист	yes	1	1	1.0
З.И. Фридмана	член	yes	1	1	1.0
З.М. Беленького	нарком	no	1	4	0.25
З.М. Беленького	правый	yes	1	4	0.25
З.М. Беленького	председатель	no	1	4	0.25
З.М. Беленького	свидетель	no	1	4	0.25
З.С. Синициной	агент	no	1	1	1.0
З.С. Синициной	правый	yes	1	1	1.0
З.С. Синициной	руководитель	no	1	1	1.0
З.С. Синициной	следователь	no	1	1	1.0
З.С. Синициной	троцкист	yes	1	1	1.0
З.С. Синициной	член	yes	1	1	1.0
Зиновьев	корреспондент	no	1	50	0.02
Зиновьев	подсудимый	no	1	50	0.02
Зиновьев	полпред	no	1	50	0.02
Зиновьев	посол	no	1	50	0.02
И.А. Акулову	заместитель	no	1	1	1.0
И.А. Акулову	секретарь	no	1	1	1.0
И.А. Акулову	член	yes	1	1	1.0
И.А. Данилова	троцкист	yes	1	1	1.0
И.А. Данилова	член	yes	1	1	1.0
И.А. Князева	директор	no	1	4	0.25
И.А. Князева	заместитель	no	1	4	0.25
И.А. Князева	посол	no	1	4	0.25
И.А. Князева	правый	yes	1	4	0.25
И.А. Князева	председатель	no	1	4	0.25
И.А. Князева	представитель	yes	1	4	0.25
И.А. Князева	следователь	no	1	4	0.25
И.А. Козина	заместитель	no	1	2	0.5
И.А. Козина	начальник	no	1	2	0.5
И.А. Козина	обвиняемый	no	1	2	0.5
И.А. Козина	троцкист	yes	1	2	0.5
И.А. Мальгина	руководитель	no	1	1	1.0
И.А. Мальгина	свидетель	no	1	1	1.0
И.А. Мальгина	секретарь	no	1	1	1.0
И.А. Мальгина	следователь	no	1	1	1.0
И.А. Мальгина	сотрудник	no	1	1	1.0
И.А. Мальгина	троцкист	yes	1	1	1.0
И.А. Масленникова	директор	no	1	1	1.0
И.А. Масленникова	комиссар	no	1	1	1.0
И.А. Масленникова	руководитель	no	1	1	1.0
И.А. Масленникова	секретарь	no	1	1	1.0
И.А. Масленникова	троцкист	yes	1	1	1.0
И.А. Масленникова	член	yes	1	1	1.0
И.А. Мусульбаса	агент	no	1	7	0.1429
И.А. Мусульбаса	начальник	no	1	7	0.1429
И.А. Мусульбаса	правый	yes	1	7	0.1429
И.А. Мусульбаса	редактор	no	1	7	0.1429
И.В. Больших	корреспондент	no	1	1	1.0
И.В. Больших	начальник	no	1	1	1.0
И.В. Больших	секретарь	no	1	1	1.0
И.В. Больших	член	yes	1	1	1.0
И.В. Вардин-Мгеладзе	правый	yes	1	1	1.0
И.В. Вардин-Мгеладзе	представитель	yes	1	1	1.0
И.В. Вардин-Мгеладзе	сотрудник	no	1	1	1.0
И.В. Вардин-Мгеладзе	троцкист	yes	1	1	1.0
И.В. Вардин-Мгеладзе	член	yes	1	1	1.0
И.В. Липковского	директор	no	1	1	1.0
И.В. Липковского	нарком	no	1	1	1.0
И.В. Липковского	обвиняемый	no	1	1	1.0
И.В. Липковского	руководитель	no	1	1	1.0
И.В. Липковского	член	yes	1	1	1.0
И.В. Любина	обвиняемый	no	1	1	1.0
И.В. Любина	троцкист	yes	1	1	1.0
И.В. Любина	член	yes	1	1	1.0
И.Г. Жестянникова	троцкист	yes	1	1	1.0
И.Г. Юскина	обвиняемый	no	1	8	0.125
И.Г. Юскина	редактор	no	1	8	0.125
И.Г. Юскина	руководитель	no	1	8	0.125
И.Г. Юскина	секретарь	no	1	8	0.125
И.Г. Юскина	троцкист	yes	1	8	0.125
И.Д. Гаврикова	начальник	no	1	2	0.5
И.Д. Гаврикова	секретарь	no	1	2	0.5
И.Д. Гаврикова	следователь	no	1	2	0.5
И.Д. Зорина	секретарь	no	1	1	1.0
И.Д. Зорина	троцкист	yes	1	1	1.0
И.Д. Зорина	член	yes	1	1	1.0
И.Д. Турока	директор	no	1	3	0.3333
И.Д. Турока	обвиняемый	no	1	3	0.3333
И.Д. Турока	председатель	no	1	3	0.3333
И.Д. Турока	прокурор	no	1	3	0.3333
И.Д. Турока	руководитель	no	1	3	0.3333
И.Д. Турока	сотрудник	no	1	3	0.3333
И.Е. Коваленко	агент	no	1	2	0.5
И.Е. Коваленко	правый	yes	1	2	0.5
И.Е. Коваленко	прокурор	no	1	2	0.5
И.Е. Коваленко	следователь	no	1	2	0.5
И.Е. Павлова	руководитель	no	1	2	0.5
И.Е. Павлова	секретарь	no	1	2	0.5
И.Е. Павлова	сотрудник	no	1	2	0.5
И.Е. Павлова	троцкист	yes	1	2	0.5
И.Е. Шмундака	сотрудник	no	1	1	1.0
И.Е. Шмундака	троцкист	yes	1	1	1.0
И.Е. Шмундака	член	yes	1	1	1.0
И.З. Станкина	комиссар	no	1	1	1.0
И.З. Станкина	правый	yes	1	1	1.0
И.З. Станкина	председатель	no	1	1	1.0
И.З. Станкина	руководитель	no	1	1	1.0
И.З. Станкина	секретарь	no	1	1	1.0
И.З. Станкина	троцкист	yes	1	1	1.0
И.З. Станкина	член	yes	1	1	1.0
И.И. Бурлакова	заместитель	no	1	3	0.3333
И.И. Бурлакова	комиссар	no	1	3	0.3333
И.И. Бурлакова	обвиняемый	no	1	3	0.3333
И.И. Бурлакова	правый	yes	1	3	0.3333
И.И. Бурлакова	председатель	no	1	3	0.3333
И.И. Бурлакова	руководитель	no	1	3	0.3333
И.И. Бурлакова	секретарь	no	1	3	0.3333
И.И. Горовича	правый	yes	1	4	0.25
И.И. Горовича	представитель	yes	1	4	0.25
И.И. Горовича	руководитель	no	1	4	0.25
И.И. Горовича	сотрудник	no	1	4	0.25
И.И. Граше	комиссар	no	1	1	1.0
И.И. Граше	нарком	no	1	1	1.0
И.И. Граше	начальник	no	1	1	1.0
И.И. Граше	представитель	yes	1	1	1.0
И.И. Граше	редактор	no	1	1	1.0
И.И. Граше	секретарь	no	1	1	1.0
И.И. Граше	член	yes	1	1	1.0
И.И. Звады	агент	no	1	1	1.0
И.И. Звады	обвиняемый	no	1	1	1.0
И.И. Звады	руководитель	no	1	1	1.0
И.И. Звады	секретарь	no	1	1	1.0
И.И. Звады	троцкист	yes	1	1	1.0
И.И. Звады	член	yes	1	1	1.0
И.И. Койген	агент	no	1	1	1.0
И.И. Койген	кандидат	yes	1	1	1.0
И.И. Койген	правый	yes	1	1	1.0
И.И. Койген	председатель	no	1	1	1.0
