person	organization_family	document_count	person_total_documents	share_of_person_documents
Д.А. Тайца	party_apparatus	1	1	1.0
Д.А. Тайца	press_media	1	1	1.0
Д.А. Тайца	security_apparatus	1	1	1.0
Д.А. Шмидта	state_apparatus	1	6	0.1667
Д.В. Полуяна	party_apparatus	1	1	1.0
Д.В. Полуяна	security_apparatus	1	1	1.0
Д.В. Сафронова	party_apparatus	1	1	1.0
Д.В. Сафронова	security_apparatus	1	1	1.0
Д.З. Мануильскому	party_apparatus	1	2	0.5
Д.З. Мануильскому	press_media	1	2	0.5
Д.З. Мануильскому	security_apparatus	1	2	0.5
Д.И. Антипаса	security_apparatus	1	2	0.5
Д.И. Матвеева	state_apparatus	1	2	0.5
Д.Л. Игнатюка	press_media	1	4	0.25
Д.М. Лупашко	party_apparatus	1	1	1.0
Д.М. Лупашко	security_apparatus	1	1	1.0
Д.Н. Ширяева	international	1	6	0.1667
Д.Н. Ширяева	state_apparatus	1	6	0.1667
Д.П. Албанского	party_apparatus	1	1	1.0
Д.П. Бухарцева	press_media	1	2	0.5
Д.П. Марецкого	press_media	1	3	0.3333
Д.П. Марецкого	state_apparatus	1	3	0.3333
Д.П. Розита	international	1	1	1.0
Д.П. Розита	party_apparatus	1	1	1.0
Д.П. Розита	press_media	1	1	1.0
Д.П. Розита	security_apparatus	1	1	1.0
Д.С. Гуревича	party_apparatus	1	1	1.0
Д.С. Гуревича	security_apparatus	1	1	1.0
Д.С. Зенцова	party_apparatus	1	1	1.0
Д.С. Тайца	security_apparatus	1	1	1.0
Д.Т. Шермергорна	state_apparatus	1	2	0.5
Д.Ф. Бузина	party_apparatus	1	1	1.0
Д.Ф. Бузина	state_apparatus	1	1	1.0
Д.Я. Александрова	party_apparatus	1	1	1.0
Д.Я. Александрова	security_apparatus	1	1	1.0
Е.А. Дрейцера	judicial_apparatus	1	7	0.1429
Е.А. Кондратьевой	party_apparatus	1	1	1.0
Е.А. Кондратьевой	security_apparatus	1	1	1.0
Е.А. Преображенского	international	1	1	1.0
Е.А. Преображенского	party_apparatus	1	1	1.0
Е.А. Преображенского	press_media	1	1	1.0
Е.Б. Федосеева	party_apparatus	1	1	1.0
Е.Б. Федосеева	press_media	1	1	1.0
Е.Б. Федосеева	security_apparatus	1	1	1.0
Е.В. Цетлина	press_media	1	20	0.05
Е.В. Цетлина	security_apparatus	1	20	0.05
Е.Г. Соловьевой	party_apparatus	1	1	1.0
Е.Г. Соловьевой	security_apparatus	1	1	1.0
Е.Д. Соколовой	press_media	1	2	0.5
Е.Д. Соколовой	security_apparatus	1	2	0.5
Е.И. Лакиды	party_apparatus	1	1	1.0
Е.И. Лакиды	press_media	1	1	1.0
Е.И. Лакиды	security_apparatus	1	1	1.0
Е.И. Майзлиной	party_apparatus	1	2	0.5
Е.И. Медкова	international	1	1	1.0
Е.И. Медкова	party_apparatus	1	1	1.0
Е.И. Медкова	security_apparatus	1	1	1.0
Е.И. Перлина	party_apparatus	1	1	1.0
Е.И. Перлина	security_apparatus	1	1	1.0
Е.К. Коршунова	press_media	1	3	0.3333
Е.К. Мухановой	international	1	13	0.0769
Е.К. Мухановой	state_apparatus	1	13	0.0769
Е.М. Бочарова	party_apparatus	1	1	1.0
Е.М. Бочарова	security_apparatus	1	1	1.0
Е.М. Дебрева	party_apparatus	1	1	1.0
Е.М. Дебрева	security_apparatus	1	1	1.0
Е.М. Манюрин-Броварский	party_apparatus	1	2	0.5
Е.М. Пружанской	party_apparatus	1	1	1.0
Е.М. Пружанской	security_apparatus	1	1	1.0
Е.М. Ярославским	party_apparatus	1	1	1.0
Е.О. Симак	party_apparatus	1	2	0.5
Е.О. Симак	state_apparatus	1	2	0.5
Е.П. Рудневой	security_apparatus	1	1	1.0
Е.Р. Майера	party_apparatus	1	2	0.5
Е.С. Мельниковой	party_apparatus	1	1	1.0
Е.С. Мельниковой	security_apparatus	1	1	1.0
Е.Т. Тимофеева	party_apparatus	1	1	1.0
Е.Т. Черкасовой	party_apparatus	1	1	1.0
Е.Т. Черкасовой	security_apparatus	1	1	1.0
Е.Ф. Ермолаевой	party_apparatus	1	1	1.0
Е.Ф. Ермолаевой	security_apparatus	1	1	1.0
Е.Ф. Куликовым	party_apparatus	1	1	1.0
Е.Ф. Куликовым	press_media	1	1	1.0
Е.Ф. Тойво-Пешина	party_apparatus	1	1	1.0
Е.Ф. Тойво-Пешина	security_apparatus	1	1	1.0
Е.Э. Чернозубовой	security_apparatus	1	1	1.0
Е.Ю. Раевской	party_apparatus	1	4	0.25
Е.Ю. Раевской	press_media	1	4	0.25
Е.Ю. Раевской	state_apparatus	1	4	0.25
Е.Я. Буклея	party_apparatus	1	1	1.0
Е.Я. Буклея	security_apparatus	1	1	1.0
З.А. Ашрафяна	international	1	4	0.25
З.А. Ашрафяна	state_apparatus	1	4	0.25
З.Д. Ханик	party_apparatus	1	2	0.5
З.Д. Ханик	press_media	1	2	0.5
З.Д. Ханик	security_apparatus	1	2	0.5
З.Е. Саркисьяна	party_apparatus	1	1	1.0
З.Е. Саркисьяна	press_media	1	1	1.0
З.Е. Саркисьяна	security_apparatus	1	1	1.0
З.Е. Саркисьяна	state_apparatus	1	1	1.0
З.И. Давыдовой	party_apparatus	1	6	0.1667
З.И. Пелевиной	security_apparatus	1	3	0.3333
З.И. Фридмана	international	1	1	1.0
З.И. Фридмана	party_apparatus	1	1	1.0
З.И. Фридмана	press_media	1	1	1.0
З.И. Фридмана	security_apparatus	1	1	1.0
З.Н. Гайдеровой	security_apparatus	1	1	1.0
З.С. Синициной	party_apparatus	1	1	1.0
З.С. Синициной	security_apparatus	1	1	1.0
И.А. Акулову	party_apparatus	1	1	1.0
И.А. Акулову	press_media	1	1	1.0
И.А. Акулову	security_apparatus	1	1	1.0
И.А. Акулову	state_apparatus	1	1	1.0
И.А. Данилова	party_apparatus	1	1	1.0
И.А. Данилова	press_media	1	1	1.0
И.А. Данилова	security_apparatus	1	1	1.0
И.А. Мальгина	international	1	1	1.0
И.А. Мальгина	party_apparatus	1	1	1.0
И.А. Мальгина	press_media	1	1	1.0
И.А. Мальгина	security_apparatus	1	1	1.0
И.А. Масленникова	party_apparatus	1	1	1.0
И.А. Масленникова	security_apparatus	1	1	1.0
И.А. Мусульбаса	state_apparatus	1	7	0.1429
И.В. Больших	party_apparatus	1	1	1.0
И.В. Больших	security_apparatus	1	1	1.0
И.В. Больших	state_apparatus	1	1	1.0
И.В. Вардин-Мгеладзе	international	1	1	1.0
И.В. Вардин-Мгеладзе	party_apparatus	1	1	1.0
И.В. Вардин-Мгеладзе	press_media	1	1	1.0
И.В. Вардин-Мгеладзе	security_apparatus	1	1	1.0
И.В. Липковского	security_apparatus	1	1	1.0
И.В. Любина	party_apparatus	1	1	1.0
И.В. Любина	security_apparatus	1	1	1.0
И.Г. Жестянникова	party_apparatus	1	1	1.0
И.Г. Жестянникова	security_apparatus	1	1	1.0
И.Г. Юскина	party_apparatus	1	8	0.125
И.Д. Зорина	party_apparatus	1	1	1.0
И.Д. Зорина	security_apparatus	1	1	1.0
И.Д. Турока	press_media	1	3	0.3333
И.Д. Турока	state_apparatus	1	3	0.3333
И.Е. Шмундака	party_apparatus	1	1	1.0
И.Е. Шмундака	security_apparatus	1	1	1.0
И.З. Станкина	party_apparatus	1	1	1.0
И.З. Станкина	security_apparatus	1	1	1.0
И.И. Бурлакова	judicial_apparatus	1	3	0.3333
И.И. Горовича	international	1	4	0.25
И.И. Граше	international	1	1	1.0
И.И. Граше	party_apparatus	1	1	1.0
И.И. Граше	press_media	1	1	1.0
И.И. Граше	security_apparatus	1	1	1.0
И.И. Койген	international	1	1	1.0
И.И. Койген	party_apparatus	1	1	1.0
И.И. Койген	security_apparatus	1	1	1.0
И.И. Котолыновым	party_apparatus	1	3	0.3333
И.И. Носкова	party_apparatus	1	1	1.0
И.И. Носкова	press_media	1	1	1.0
И.И. Носкова	security_apparatus	1	1	1.0
И.И. Петухова	party_apparatus	1	1	1.0
И.И. Петухова	press_media	1	1	1.0
И.И. Рейнгольда	judicial_apparatus	1	11	0.0909
И.И. Рейнгольда	press_media	1	11	0.0909
И.И. Рейногльда	press_media	1	1	1.0
И.И. Рыстика	party_apparatus	1	1	1.0
И.И. Рыстика	security_apparatus	1	1	1.0
И.И. Соловьева	party_apparatus	1	1	1.0
И.И. Соловьева	security_apparatus	1	1	1.0
И.К. Гогуа	security_apparatus	1	1	1.0
И.К. Гогуа	state_apparatus	1	1	1.0
И.К. Наумова	international	1	6	0.1667
И.К. Наумова	state_apparatus	1	6	0.1667
И.К. Федотова	international	1	3	0.3333
И.К. Федотова	press_media	1	3	0.3333
И.К. Федотова	state_apparatus	1	3	0.3333
И.М. Бык-Бек	international	1	2	0.5
И.М. Бык-Бек	security_apparatus	1	2	0.5
И.М. Кедрова	party_apparatus	1	1	1.0
И.М. Кедрова	security_apparatus	1	1	1.0
И.М. Майского	party_apparatus	1	1	1.0
И.М. Майского	state_apparatus	1	1	1.0
И.М. Орловская-Мрачковская	party_apparatus	1	1	1.0
И.М. Орловская-Мрачковская	security_apparatus	1	1	1.0
И.М. Покатиловского	party_apparatus	1	1	1.0
И.М. Покатиловского	security_apparatus	1	1	1.0
И.М. Русанова	party_apparatus	1	1	1.0
И.М. Русанова	security_apparatus	1	1	1.0
И.Н. Дорошенко	security_apparatus	1	1	1.0
И.Н. Зеликсона	international	1	1	1.0
И.Н. Зеликсона	party_apparatus	1	1	1.0
И.Н. Зеликсона	security_apparatus	1	1	1.0
И.Н. Миронова	party_apparatus	1	1	1.0
И.Н. Миронова	press_media	1	1	1.0
И.Н. Миронова	security_apparatus	1	1	1.0
И.П. Бакаева	judicial_apparatus	1	13	0.0769
И.П. Бакаевым	judicial_apparatus	1	3	0.3333
И.П. Лукьянова	party_apparatus	1	1	1.0
И.П. Лукьянова	security_apparatus	1	1	1.0
И.С. Горшенина	state_apparatus	1	12	0.0833
И.С. Михайлова	security_apparatus	1	2	0.5
И.Т. Жирова	party_apparatus	1	1	1.0
И.Т. Смилги	international	1	4	0.25
И.Т. Смилги	security_apparatus	1	4	0.25
И.Ф. Касперского	party_apparatus	1	4	0.25
И.Ф. Серегина	party_apparatus	1	1	1.0
И.Ф. Серегина	security_apparatus	1	1	1.0
И.Ф. Флакса	party_apparatus	1	1	1.0
И.Ф. Флакса	security_apparatus	1	1	1.0
И.Э. Якире	party_apparatus	1	1	1.0
И.Я. Одыня	international	1	1	1.0
И.Я. Одыня	party_apparatus	1	1	1.0
И.Я. Одыня	security_apparatus	1	1	1.0
К.А. Апанасевича	party_apparatus	1	1	1.0
К.А. Апанасевича	security_apparatus	1	1	1.0
К.А. Довганя	party_apparatus	1	1	1.0
К.А. Довганя	security_apparatus	1	1	1.0
К.А. Оганесова	party_apparatus	1	1	1.0
К.А. Оганесова	security_apparatus	1	1	1.0
К.В. Генераловой	party_apparatus	1	1	1.0
К.В. Генераловой	press_media	1	1	1.0
К.В. Генераловой	security_apparatus	1	1	1.0
К.В. Трофимова	party_apparatus	1	1	1.0
К.В. Трофимова	security_apparatus	1	1	1.0
К.Д. Мучникова	party_apparatus	1	1	1.0
К.Д. Мучникова	security_apparatus	1	1	1.0
К.Д. Мучниковым	security_apparatus	1	1	1.0
К.Е. Ворошилова	international	1	4	0.25
К.Е. Ворошилова	security_apparatus	1	4	0.25
К.Е. Дубовского	security_apparatus	1	1	1.0
К.Е. Дубовского	state_apparatus	1	1	1.0
К.К. Боштедта	party_apparatus	1	1	1.0
К.К. Боштедта	security_apparatus	1	1	1.0
К.К. Мухановым	security_apparatus	1	1	1.0
К.М. Ерофицкого	party_apparatus	1	1	1.0
К.М. Ерофицкого	security_apparatus	1	1	1.0
К.М. Петухова	party_apparatus	1	1	1.0
К.М. Петухова	security_apparatus	1	1	1.0
К.Н. Афонина	party_apparatus	1	1	1.0
К.Н. Афонина	security_apparatus	1	1	1.0
К.Н. Емельянова	party_apparatus	1	2	0.5
К.С. Модебадзе	press_media	1	2	0.5
К.С. Модебадзе	security_apparatus	1	2	0.5
К.С. Модебадзе	state_apparatus	1	2	0.5
К.Ф. Лебедева	party_apparatus	1	1	1.0
К.Ф. Лебедева	security_apparatus	1	1	1.0
К.Я. Янсона	party_apparatus	1	1	1.0
К.Я. Янсона	security_apparatus	1	1	1.0
Л.А. Воронова	party_apparatus	1	1	1.0
Л.А. Воронова	security_apparatus	1	1	1.0
Л.А. Лаврентьева	party_apparatus	1	3	0.3333
Л.А. Чернозубовой	party_apparatus	1	2	0.5
Л.А. Шацкина	judicial_apparatus	1	2	0.5
Л.А. Шацкина	party_apparatus	1	2	0.5
Л.А. Шацкина	press_media	1	2	0.5
Л.В. Когану	press_media	1	2	0.5
Л.В. Когану	security_apparatus	1	2	0.5
Л.В. Когану	state_apparatus	1	2	0.5
Л.В. Николаева	international	1	43	0.0233
Л.В. Николаевым	international	1	4	0.25
Л.В. Николаевым	party_apparatus	1	4	0.25
Л.Г. Лелевича	party_apparatus	1	3	0.3333
Л.Г. Миронова	party_apparatus	1	1	1.0
Л.Г. Миронова	security_apparatus	1	1	1.0
Л.Д. Гогоберидзе	judicial_apparatus	1	2	0.5
Л.Д. Гогоберидзе	press_media	1	2	0.5
Л.Д. Троцкий	party_apparatus	1	28	0.0357
Л.Е. Бурковой	press_media	1	2	0.5
Л.Е. Бурковой	security_apparatus	1	2	0.5
Л.И. Гасвиани	press_media	1	3	0.3333
Л.И. Мадьяра	international	1	1	1.0
Л.И. Мадьяра	party_apparatus	1	1	1.0
Л.И. Мадьяром	international	1	1	1.0
Л.И. Перельштейн	international	1	2	0.5
Л.К. Пелипейко	party_apparatus	1	1	1.0
Л.К. Пелипейко	security_apparatus	1	1	1.0
Л.Л. Авербахе	party_apparatus	1	1	1.0
Л.Л. Авербахе	security_apparatus	1	1	1.0
Л.М. Заковского	party_apparatus	1	1	1.0
Л.М. Заковского	press_media	1	1	1.0
Л.М. Заковского	security_apparatus	1	1	1.0
Л.М. Марьясина	state_apparatus	1	3	0.3333
Л.М. Островской	party_apparatus	1	1	1.0
Л.М. Островской	security_apparatus	1	1	1.0
Л.Н. Минервиной	party_apparatus	1	2	0.5
Л.О. Ханика	security_apparatus	1	3	0.3333
Л.П. Берии	state_apparatus	1	2	0.5
Л.П. Жашковой	security_apparatus	1	1	1.0
Л.П. Серебрякова	press_media	1	3	0.3333
Л.П. Серебрякова	state_apparatus	1	3	0.3333
Л.С. Мамишвили-Мишкевич	international	1	2	0.5
Л.С. Сосновского	international	1	5	0.2
Л.С. Сосновского	state_apparatus	1	5	0.2
Л.С. Тер-Минасов	press_media	1	2	0.5
Л.С. Тер-Минасов	state_apparatus	1	2	0.5
Л.Х. Розенблюма	judicial_apparatus	1	2	0.5
Л.Х. Розенблюма	press_media	1	2	0.5
Л.Ю. Брик	security_apparatus	1	1	1.0
Л.Я. Любарского	party_apparatus	1	1	1.0
Л.Я. Любарского	press_media	1	1	1.0
Л.Я. Любарского	security_apparatus	1	1	1.0
Л.Я. Нехамкина	party_apparatus	1	1	1.0
Л.Я. Нехамкина	security_apparatus	1	1	1.0
Л.Я. Файвиловичем	security_apparatus	1	1	1.0
М.А. Житкова	party_apparatus	1	1	1.0
М.А. Житкова	press_media	1	1	1.0
М.А. Житкова	security_apparatus	1	1	1.0
М.А. Москвину	international	1	1	1.0
М.А. Москвину	party_apparatus	1	1	1.0
М.А. Москвину	press_media	1	1	1.0
М.А. Москвину	security_apparatus	1	1	1.0
М.А. Нариманова	party_apparatus	1	1	1.0
М.А. Нариманова	security_apparatus	1	1	1.0
М.А. Нырчука	party_apparatus	1	9	0.1111
М.А. Розенцвейга	party_apparatus	1	1	1.0
М.А. Розенцвейга	security_apparatus	1	1	1.0
М.Б. Черномордику	international	1	2	0.5
М.В. Борисова	security_apparatus	1	1	1.0
М.В. Бурштейном	party_apparatus	1	3	0.3333
М.В. Воротникова	party_apparatus	1	1	1.0
М.В. Воротникова	security_apparatus	1	1	1.0
М.В. Дубовской	security_apparatus	1	1	1.0
М.В. Келдыша	party_apparatus	1	1	1.0
М.В. Келдыша	security_apparatus	1	1	1.0
М.В. Королькова	party_apparatus	1	7	0.1429
М.В. Королькова	state_apparatus	1	7	0.1429
М.В. Кузнецова	party_apparatus	1	1	1.0
М.В. Кузнецова	security_apparatus	1	1	1.0
М.В. Михайлика	state_apparatus	1	2	0.5
М.В. Муравьева	international	1	2	0.5
М.В. Муравьева	party_apparatus	1	2	0.5
М.В. Поздеевой	security_apparatus	1	5	0.2
М.Г. Грольмана	international	1	1	1.0
М.Г. Грольмана	party_apparatus	1	1	1.0
М.Г. Грольмана	security_apparatus	1	1	1.0
М.Г. Короп	security_apparatus	1	1	1.0
М.Г. Сафьянова	international	1	2	0.5
М.Д. Багирова	party_apparatus	1	1	1.0
М.Д. Багирова	security_apparatus	1	1	1.0
М.Д. Кочетовой	party_apparatus	1	1	1.0
М.Д. Кочетовой	press_media	1	1	1.0
М.Д. Кочетовой	security_apparatus	1	1	1.0
М.Е. Быстрова	party_apparatus	1	1	1.0
М.Е. Быстрова	press_media	1	1	1.0
М.Е. Быстрова	security_apparatus	1	1	1.0
М.И. Ганштака	party_apparatus	1	1	1.0
М.И. Ганштака	press_media	1	1	1.0
М.И. Ганштака	security_apparatus	1	1	1.0
М.И. Ганштака	state_apparatus	1	1	1.0
М.И. Гая	security_apparatus	1	1	1.0
М.И. Кахиани	party_apparatus	1	1	1.0
М.И. Кахиани	security_apparatus	1	1	1.0
М.И. Кащеева	international	1	1	1.0
М.И. Кащеева	party_apparatus	1	1	1.0
М.И. Кащеева	press_media	1	1	1.0
М.И. Новожилова	state_apparatus	1	2	0.5
М.И. Рябининой	party_apparatus	1	1	1.0
М.И. Рябининой	security_apparatus	1	1	1.0
М.И. Томской	press_media	1	1	1.0
М.К. Мухановой	party_apparatus	1	1	1.0
М.К. Мухановой	security_apparatus	1	1	1.0
М.Л. Елина	party_apparatus	1	1	1.0
М.Л. Елина	security_apparatus	1	1	1.0
М.Л. Левина	international	1	1	1.0
М.Л. Левина	party_apparatus	1	1	1.0
М.Л. Левина	press_media	1	1	1.0
М.Л. Левина	security_apparatus	1	1	1.0
М.М. Домбровским	security_apparatus	1	1	1.0
М.М. Карпова	party_apparatus	1	1	1.0
М.М. Карпова	press_media	1	1	1.0
М.М. Карпова	security_apparatus	1	1	1.0
М.М. Карпова	state_apparatus	1	1	1.0
М.М. Киллерога	press_media	1	6	0.1667
М.М. Киллерога	state_apparatus	1	6	0.1667
М.М. Кудряшева	state_apparatus	1	2	0.5
М.М. Малинова	party_apparatus	1	1	1.0
М.М. Михайлова	party_apparatus	1	1	1.0
М.М. Михайлова	security_apparatus	1	1	1.0
М.М. Оскольский-Финкельштейн	party_apparatus	1	1	1.0
М.М. Оскольский-Финкельштейн	security_apparatus	1	1	1.0
М.М. Харитоновым	international	1	1	1.0
М.М. Харитоновым	security_apparatus	1	1	1.0
М.М. Чередниченко	party_apparatus	1	2	0.5
М.М. Чередниченко	press_media	1	2	0.5
М.Н. Авдеева	party_apparatus	1	1	1.0
М.Н. Дьячкова	party_apparatus	1	1	1.0
М.Н. Дьячкова	security_apparatus	1	1	1.0
М.Н. Уфимцевой	party_apparatus	1	1	1.0
М.Н. Уфимцевой	security_apparatus	1	1	1.0
М.Н. Яковлева	state_apparatus	1	9	0.1111
М.П. Давыдова	party_apparatus	1	1	1.0
М.П. Давыдова	security_apparatus	1	1	1.0
М.П. Жакова	international	1	3	0.3333
М.П. Жакова	press_media	1	3	0.3333
М.П. Луковского	security_apparatus	1	1	1.0
М.П. Луковского	state_apparatus	1	1	1.0
М.П. Прибыловского	party_apparatus	1	1	1.0
М.П. Прибыловского	security_apparatus	1	1	1.0
М.П. Стремякова	party_apparatus	1	1	1.0
М.П. Томского	press_media	1	4	0.25
М.С. Богуславского	international	1	4	0.25
М.С. Богуславского	press_media	1	4	0.25
М.С. Голендо	party_apparatus	1	1	1.0
М.С. Голендо	press_media	1	1	1.0
М.С. Голендо	security_apparatus	1	1	1.0
М.С. Голендо	state_apparatus	1	1	1.0
М.С. Жалыбина-Быкова	party_apparatus	1	1	1.0
М.С. Жалыбина-Быкова	security_apparatus	1	1	1.0
М.С. Окуджавы	security_apparatus	1	3	0.3333
М.С. Панфилова	security_apparatus	1	1	1.0
М.С. Строилова	party_apparatus	1	4	0.25
М.С. Строилова	press_media	1	4	0.25
М.С. Югова	party_apparatus	1	1	1.0
М.Т. Антонова	security_apparatus	1	2	0.5
М.Ф. Иоэльсона	party_apparatus	1	1	1.0
М.Ф. Иоэльсона	press_media	1	1	1.0
М.Ф. Иоэльсона	security_apparatus	1	1	1.0
М.Ф. Постоловского	press_media	1	2	0.5
М.Ф. Постоловского	state_apparatus	1	2	0.5
М.Ф. Шкирятову	press_media	1	8	0.125
М.Ф. Шкирятову	security_apparatus	1	8	0.125
М.Х. Орлова	press_media	1	1	1.0
М.Х. Орлова	security_apparatus	1	1	1.0
М.Я. Карпова	party_apparatus	1	1	1.0
М.Я. Карпова	press_media	1	1	1.0
М.Я. Карпова	security_apparatus	1	1	1.0
М.Я. Презента	party_apparatus	1	1	1.0
М.Я. Презента	security_apparatus	1	1	1.0
М.Я. Презента	state_apparatus	1	1	1.0
Молотов	international	1	6	0.1667
Молотов	state_apparatus	1	6	0.1667
Н.А. Бобылева	party_apparatus	1	1	1.0
Н.А. Бобылева	security_apparatus	1	1	1.0
Н.А. Емельянова	party_apparatus	1	1	1.0
Н.А. Емельянова	press_media	1	1	1.0
Н.А. Карева	judicial_apparatus	1	4	0.25
Н.А. Королева	party_apparatus	1	1	1.0
Н.А. Королева	security_apparatus	1	1	1.0
Н.А. Розенфельд	press_media	1	16	0.0625
Н.А. Розенфельд	state_apparatus	1	16	0.0625
Н.А. Угланова	security_apparatus	1	6	0.1667
Н.А. Царькова	press_media	1	5	0.2
Н.Б. Скаловой	party_apparatus	1	2	0.5
Н.Б. Скаловой	press_media	1	2	0.5
Н.В. Голубенко	state_apparatus	1	11	0.0909
Н.В. Комогорова	international	1	1	1.0
Н.В. Комогорова	party_apparatus	1	1	1.0
Н.В. Комогорова	press_media	1	1	1.0
Н.В. Комогорова	security_apparatus	1	1	1.0
Н.В. Комогорова	state_apparatus	1	1	1.0
Н.Г. Ольховского	party_apparatus	1	1	1.0
Н.Г. Ольховского	security_apparatus	1	1	1.0
Н.Г. Туманова	party_apparatus	1	1	1.0
Н.Г. Туманова	press_media	1	1	1.0
Н.Г. Туманова	security_apparatus	1	1	1.0
Н.Д. Зарицкого	state_apparatus	1	1	1.0
Н.Е. Нилендера	party_apparatus	1	1	1.0
Н.Е. Нилендера	security_apparatus	1	1	1.0
Н.И. Андреева	security_apparatus	1	1	1.0
Н.И. Бураго	press_media	1	6	0.1667
Н.И. Медникова	party_apparatus	1	1	1.0
Н.И. Медникова	security_apparatus	1	1	1.0
Н.И. Мильгевского	party_apparatus	1	1	1.0
Н.И. Мильгевского	security_apparatus	1	1	1.0
Н.И. Муралова	state_apparatus	1	2	0.5
Н.И. Мухина	international	1	8	0.125
Н.И. Третьякова	party_apparatus	1	1	1.0
Н.И. Третьякова	security_apparatus	1	1	1.0
Н.И. Трубиева	international	1	1	1.0
Н.И. Трубиева	party_apparatus	1	1	1.0
Н.И. Трубиева	press_media	1	1	1.0
Н.И. Трубиева	security_apparatus	1	1	1.0
Н.К. Буянского	party_apparatus	1	1	1.0
Н.К. Буянского	security_apparatus	1	1	1.0
Н.К. Магдарьева	security_apparatus	1	2	0.5
Н.Л. Лурье	international	1	2	0.5
Н.Л. Лурье	security_apparatus	1	2	0.5
Н.Л. Лурье	state_apparatus	1	2	0.5
Н.М. Букалова	party_apparatus	1	1	1.0
Н.М. Букалова	security_apparatus	1	1	1.0
Н.М. Гальперина	security_apparatus	1	1	1.0
Н.М. Насонова	party_apparatus	1	2	0.5
Н.Н. Алексеева	international	1	2	0.5
Н.Н. Ванага	party_apparatus	1	1	1.0
Н.Н. Ванага	security_apparatus	1	1	1.0
Н.Н. Колотилина	party_apparatus	1	1	1.0
Н.Н. Крестинского	press_media	1	3	0.3333
Н.Н. Мищенко	party_apparatus	1	2	0.5
Н.Н. Соина	party_apparatus	1	1	1.0
Н.Н. Соина	press_media	1	1	1.0
Н.Н. Соина	security_apparatus	1	1	1.0
Н.Н. Шатским	international	1	3	0.3333
Н.Н. Шатским	party_apparatus	1	3	0.3333
Н.П. Гаврилова	party_apparatus	1	1	1.0
Н.П. Гаврилова	press_media	1	1	1.0
Н.П. Гаврилова	security_apparatus	1	1	1.0
Н.П. Глебов-Авилов	state_apparatus	1	3	0.3333
Н.П. Михетко	state_apparatus	1	3	0.3333
Н.П. Мясникова	international	1	7	0.1429
Н.Р. Кикнадзе	security_apparatus	1	1	1.0
Н.С. Веритовой	party_apparatus	1	1	1.0
Н.С. Веритовой	security_apparatus	1	1	1.0
Н.С. Сычева	party_apparatus	1	1	1.0
Н.С. Хрущева	party_apparatus	1	1	1.0
Н.Ф. Печерского	party_apparatus	1	1	1.0
Н.Ф. Печерского	security_apparatus	1	1	1.0
О.А. Лидака	party_apparatus	1	1	1.0
О.А. Лидака	security_apparatus	1	1	1.0
О.А. Мешковской	international	1	1	1.0
О.А. Мешковской	party_apparatus	1	1	1.0
О.А. Мешковской	security_apparatus	1	1	1.0
О.Ф. Янкуса	international	1	1	1.0
О.Ф. Янкуса	party_apparatus	1	1	1.0
О.Ф. Янкуса	security_apparatus	1	1	1.0
Ольберг	state_apparatus	1	94	0.0106
П.А. Бака	party_apparatus	1	1	1.0
П.А. Кравкова	security_apparatus	1	1	1.0
П.В. Чистову	security_apparatus	1	1	1.0
П.Г. Орлова	party_apparatus	1	1	1.0
П.Г. Петровского	international	1	2	0.5
П.Г. Петровского	state_apparatus	1	2	0.5
П.И. Бакаева	security_apparatus	1	1	1.0
П.И. Бескиной	press_media	1	6	0.1667
П.И. Гордеевой	state_apparatus	1	3	0.3333
П.И. Жиромского	party_apparatus	1	1	1.0
П.И. Жиромского	security_apparatus	1	1	1.0
П.И. Шабалкина	party_apparatus	1	1	1.0
П.И. Шабалкина	security_apparatus	1	1	1.0
П.К. Александрова	international	1	2	0.5
П.К. Александрова	press_media	1	2	0.5
П.К. Александрова	security_apparatus	1	2	0.5
П.К. Башенкова	party_apparatus	1	1	1.0
П.К. Башенкова	state_apparatus	1	1	1.0
П.Н. Кашина	party_apparatus	1	1	1.0
П.Н. Кашина	security_apparatus	1	1	1.0
П.Н. Королева	party_apparatus	1	1	1.0
П.Н. Королева	security_apparatus	1	1	1.0
П.Н. Рокоса	party_apparatus	1	1	1.0
П.Н. Рокоса	security_apparatus	1	1	1.0
П.П. Бурмистрова	party_apparatus	1	2	0.5
П.П. Григорьева	party_apparatus	1	1	1.0
П.П. Григорьева	security_apparatus	1	1	1.0
П.П. Северова	party_apparatus	1	2	0.5
П.П. Северовым	security_apparatus	1	1	1.0
П.Т. Богачева	party_apparatus	1	1	1.0
П.Т. Богачева	security_apparatus	1	1	1.0
П.Ф. Зайцева	press_media	1	3	0.3333
П.Ф. Поляковым	security_apparatus	1	1	1.0
П.Ф. Сапожникова	state_apparatus	1	3	0.3333
Пятаков	judicial_apparatus	1	22	0.0455
Р.А. Грюнштейн	party_apparatus	1	1	1.0
Р.А. Грюнштейн	security_apparatus	1	1	1.0
Р.В. Пикеля	judicial_apparatus	1	4	0.25
Р.В. Пикеля	press_media	1	4	0.25
Р.Г. Миндель	party_apparatus	1	1	1.0
Р.Г. Миндель	security_apparatus	1	1	1.0
Р.Г. Миндель	state_apparatus	1	1	1.0
Р.И. Тодорской	party_apparatus	1	1	1.0
Р.И. Тодорской	security_apparatus	1	1	1.0
Р.И. Эйхе	party_apparatus	1	1	1.0
