raw_person	canonical_person	reason	confidence	document_count	total_words	first_date	last_date	processes	collections
Троцкий	Троцкий	manual_variant	high	6	1867	1930-01-20T17:45:00	1930-04-27T09:50:36	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ
М.М. Киллерога	Киллерога	initials_stripped_unreviewed	medium	6	12560	1936-09-29T09:06:47	1936-10-18T21:39:49	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.М. Гуревича	Гуревича	initials_stripped_unreviewed	medium	6	7076	1936-09-16T09:22:52	1936-10-11T21:57:36	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.А. Шмидта	Шмидта	initials_stripped_unreviewed	medium	6	7281	1936-07-07T10:49:00	1936-09-21T01:36:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.А. Коваленко	Коваленко	initials_stripped_unreviewed	medium	5	5065	1936-03-04T10:37:00	1936-04-27T00:30:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Шемелев	Шемелев	identity_unreviewed	low	5	9843	1936-02-23T00:42:00	1936-04-20T03:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Сафоновой	Сафоновой	initials_stripped_unreviewed	medium	5	8057	1936-03-15T01:00:00	1936-07-19T00:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.С. Розанова	Розанова	initials_stripped_unreviewed	medium	5	4137	1936-01-09T00:04:00	1936-03-23T03:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Слепкова	Слепкова	initials_stripped_unreviewed	medium	5	3945	1933-02-10T12:52:37	1935-11-20T12:43:16	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Г.М. Аркуса	Аркуса	initials_stripped_unreviewed	medium	5	3811	1935-10-02T12:11:49	1936-08-03T01:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Ф. Шкирятову	Шкирятову	initials_stripped_unreviewed	medium	5	8360	1935-04-01T14:50:00	1935-05-10T21:54:55	КРЕМЛЕВСКОЕ ДЕЛО	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
Н.Б. Розенфельда	Розенфельда	initials_stripped_unreviewed	medium	5	6125	1935-02-28T02:00:00	1935-04-03T00:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.И. Козырева	Козырева	initials_stripped_unreviewed	medium	5	5476	1935-02-09T01:27:00	1935-03-13T05:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.В. Перимова	Перимова	initials_stripped_unreviewed	medium	5	2873	1934-12-25T03:00:00	1935-01-14T08:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.А. Царькова	Царькова	initials_stripped_unreviewed	medium	5	1641	1934-12-17T04:00:00	1935-01-12T00:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.С. Горшениным	Горшениным	initials_stripped_unreviewed	medium	5	1423	1935-01-04T16:00:00	1935-01-10T14:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.П. Костиной	Костиной	initials_stripped_unreviewed	medium	5	2585	1934-12-22T05:00:00	1936-05-12T18:29:48	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Поздеевой	Поздеевой	initials_stripped_unreviewed	medium	5	2896	1934-12-23T02:00:00	1936-08-28T13:07:20	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
М.С. Рэма	Рэма	initials_stripped_unreviewed	medium	5	2232	1934-12-22T03:00:00	1935-01-02T12:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.В. Соколова	Соколова	initials_stripped_unreviewed	medium	5	1423	1934-12-10T03:17:00	1934-12-25T02:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.А. Яковлева	Яковлева	initials_stripped_unreviewed	medium	5	11434	1936-11-02T16:04:40	1937-02-10T22:07:26	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Ф. Дитятевой	Дитятевой	initials_stripped_unreviewed	medium	5	10021	1936-07-28T00:32:00	1937-02-05T11:05:53	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.З. Мехлиса	Мехлиса	initials_stripped_unreviewed	medium	5	8870	1936-08-24T18:39:00	1937-01-26T09:13:34	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
А.Ю. Тивеля	Тивеля	initials_stripped_unreviewed	medium	5	11427	1936-07-31T01:32:00	1936-11-29T08:23:19	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Шестова	Шестова	initials_stripped_unreviewed	medium	5	26785	1936-08-30T03:20:00	1936-11-27T14:15:03	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Л. Хасина	Хасина	initials_stripped_unreviewed	medium	4	4921	1936-03-08T00:21:00	1936-04-10T03:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Мусатова	Мусатова	initials_stripped_unreviewed	medium	4	7909	1936-03-09T00:22:00	1936-04-22T05:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Горовича	Горовича	initials_stripped_unreviewed	medium	4	5345	1936-02-27T00:42:00	1936-04-09T03:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Трусова	Трусова	initials_stripped_unreviewed	medium	4	4226	1936-02-22T01:42:00	1936-04-05T01:23:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Г. Колодина	Колодина	initials_stripped_unreviewed	medium	4	7044	1936-03-08T03:22:00	1936-05-30T00:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.Л. Игнатюка	Игнатюка	initials_stripped_unreviewed	medium	4	3188	1935-10-07T18:43:00	1935-12-20T00:04:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.В. Осинского	Осинского	initials_stripped_unreviewed	medium	4	2168	1935-03-28T02:00:00	1935-11-14T18:42:00	КРЕМЛЕВСКОЕ ДЕЛО	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
М.П. Томского	Томского	initials_stripped_unreviewed	medium	4	7376	1933-03-05T15:55:06	1936-09-09T14:20:54	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ | ПРЕДЫСТОРИЯ
Е.Ю. Раевской	Раевской	initials_stripped_unreviewed	medium	4	2353	1935-02-08T02:00:00	1935-04-20T01:36:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Н. Розенфельда	Розенфельда	initials_stripped_unreviewed	medium	4	4738	1935-03-02T00:00:00	1935-04-17T06:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Я. Головского-	Головского-	initials_stripped_unreviewed	medium	4	2915	1935-04-09T00:05:00	1935-04-16T04:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
З.М. Беленького	Беленького	initials_stripped_unreviewed	medium	4	3446	1935-02-12T15:38:23	1935-04-10T13:44:23	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
В.Г. Дорошина	Дорошина	initials_stripped_unreviewed	medium	4	2775	1935-02-04T18:59:00	1935-02-26T02:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Д. Миронова	Миронова	initials_stripped_unreviewed	medium	4	1967	1935-01-12T07:00:00	1935-01-26T15:57:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Ф. Касперского	Касперского	initials_stripped_unreviewed	medium	4	1237	1935-01-07T02:00:00	1935-01-17T02:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Е. Евдокимовым	Евдокимовым	initials_stripped_unreviewed	medium	4	6462	1935-01-09T11:00:00	1935-01-12T01:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Т. Смилги	Смилги	initials_stripped_unreviewed	medium	4	3859	1929-07-10T11:11:00	1936-09-03T00:36:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г. | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Александрова	Александрова	initials_stripped_unreviewed	medium	4	2883	1934-12-15T04:00:00	1935-01-10T07:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.И. Сосицкого	Сосицкого	initials_stripped_unreviewed	medium	4	2256	1934-12-21T03:00:00	1934-12-26T01:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.В. Николаевым	Николаевым	initials_stripped_unreviewed	medium	4	2030	1934-12-18T01:00:00	1934-12-20T01:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.М. Кулишера	Кулишера	initials_stripped_unreviewed	medium	4	2396	1934-12-15T10:16:00	1934-12-17T01:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.С. Богуславского	Богуславского	initials_stripped_unreviewed	medium	4	7682	1929-10-17T17:44:00	1937-01-18T11:09:24	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.А. Лившица	Лившица	initials_stripped_unreviewed	medium	4	13255	1936-09-16T00:23:00	1937-01-19T12:03:03	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
З.А. Ашрафяна	Ашрафяна	initials_stripped_unreviewed	medium	4	5519	1936-12-14T11:48:45	1937-01-15T11:00:54	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.А. Кушнера	Кушнера	initials_stripped_unreviewed	medium	4	8244	1936-09-20T00:36:00	1936-12-31T15:43:29	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.А. Князева	Князева	initials_stripped_unreviewed	medium	4	10118	1936-11-24T00:29:00	1936-12-14T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.С. Строилова	Строилова	initials_stripped_unreviewed	medium	4	25413	1936-10-08T02:36:00	1936-12-09T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.С. Сосновского	Сосновского	initials_stripped_unreviewed	medium	4	10322	1936-08-24T13:35:34	1936-11-14T20:00:39	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.В. Пикеля	Пикеля	initials_stripped_unreviewed	medium	4	10482	1936-06-22T01:14:00	1936-07-22T00:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Э.С. Гольцмана	Гольцмана	initials_stripped_unreviewed	medium	4	6666	1936-04-29T00:00:00	1936-07-05T00:41:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Лариной	Лариной	initials_stripped_unreviewed	medium	3	2253	1937-01-12T19:36:36	1938-01-15T08:29:42	ПРОЦЕСС 2-12 МАРТА 1938 г.	БУХАРИН
В.В. Шмидта	Шмидта	initials_stripped_unreviewed	medium	3	12908	1937-02-23T12:39:56	1937-05-22T11:12:23	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Г. Яковенко	Яковенко	initials_stripped_unreviewed	medium	3	9876	1935-04-27T19:18:40	1937-03-22T22:09:50	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Н. Лукницкого	Лукницкого	initials_stripped_unreviewed	medium	3	6263	1936-12-05T00:29:00	1937-03-22T11:01:23	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.П. Марецкого	Марецкого	initials_stripped_unreviewed	medium	3	12832	1933-02-20T14:19:20	1937-03-10T20:25:13	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ | ПРЕДЫСТОРИЯ
И.К. Федотова	Федотова	initials_stripped_unreviewed	medium	3	9517	1936-02-28T01:42:00	1936-04-22T00:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.А. Горбуновой	Горбуновой	initials_stripped_unreviewed	medium	3	3963	1936-03-15T02:00:00	1936-04-19T08:33:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Х. Кантора	Кантора	initials_stripped_unreviewed	medium	3	5514	1936-03-27T02:00:00	1936-04-22T06:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.П. Жакова	Жакова	initials_stripped_unreviewed	medium	3	5382	1936-03-16T13:33:46	1936-05-27T00:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.М. Нижника	Нижника	initials_stripped_unreviewed	medium	3	2031	1935-11-16T19:07:00	1935-12-11T01:04:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.А. Лаврентьева	Лаврентьева	initials_stripped_unreviewed	medium	3	2962	1935-11-04T18:10:00	1935-11-15T17:13:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Я. Свердлова	Свердлова	initials_stripped_unreviewed	medium	3	1988	1935-03-23T00:00:00	1936-08-18T18:44:00	КРЕМЛЕВСКОЕ ДЕЛО	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.М. Артеменко	Артеменко	initials_stripped_unreviewed	medium	3	2655	1935-09-23T12:37:00	1935-11-04T17:09:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
З.И. Пелевиной	Пелевиной	initials_stripped_unreviewed	medium	3	2387	1935-10-16T12:39:00	1935-10-30T17:06:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Кармалитова	Кармалитова	initials_stripped_unreviewed	medium	3	7828	1933-03-02T15:39:26	1937-02-05T17:07:54	ПРОЦЕСС 2-12 МАРТА 1938 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ | ПРЕДЫСТОРИЯ
П.Ф. Зайцева	Зайцева	initials_stripped_unreviewed	medium	3	6075	1935-03-24T14:23:00	1935-05-22T15:01:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
В.Г. Белова	Белова	initials_stripped_unreviewed	medium	3	2691	1935-03-22T00:00:00	1935-04-23T00:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.А. Петровой	Петровой	initials_stripped_unreviewed	medium	3	2275	1935-03-13T06:00:00	1935-04-01T04:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Ф. Шкирятова	Шкирятова	initials_stripped_unreviewed	medium	3	3230	1935-02-12T15:38:23	1937-02-06T19:15:18	КРЕМЛЕВСКОЕ ДЕЛО | ПРОЦЕСС 2-12 МАРТА 1938 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
К.И. Синелобовой	Синелобовой	initials_stripped_unreviewed	medium	3	2410	1935-02-10T03:00:00	1935-03-28T06:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Коновой	Коновой	initials_stripped_unreviewed	medium	3	1681	1935-02-16T00:40:00	1935-03-23T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Синелобова	Синелобова	initials_stripped_unreviewed	medium	3	2611	1935-01-31T18:58:00	1935-03-15T05:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.И. Гордеевой	Гордеевой	initials_stripped_unreviewed	medium	3	2290	1935-02-10T04:00:00	1935-03-03T00:26:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Г. Лелевича	Лелевича	initials_stripped_unreviewed	medium	3	1260	1935-01-19T00:00:00	1935-01-27T15:58:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Е. Авдеевой	Авдеевой	initials_stripped_unreviewed	medium	3	1334	1935-01-20T01:00:00	1935-01-26T18:49:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.А. Залуцкого	Залуцкого	initials_stripped_unreviewed	medium	3	1480	1935-01-17T03:00:00	1935-01-22T02:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Э. Роцкана	Роцкана	initials_stripped_unreviewed	medium	3	1986	1935-01-11T05:00:00	1935-01-18T01:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.К. Коршунова	Коршунова	initials_stripped_unreviewed	medium	3	1819	1934-12-17T08:00:00	1935-01-17T04:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.И. Сафаровым	Сафаровым	initials_stripped_unreviewed	medium	3	9199	1935-01-04T14:00:00	1935-01-11T09:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.П. Бакаевым	Бакаевым	initials_stripped_unreviewed	medium	3	4890	1935-01-09T11:00:00	1936-07-13T00:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.В. Шарова	Шарова	initials_stripped_unreviewed	medium	3	1148	1935-01-08T01:00:00	1935-01-10T02:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Е. Кожуро	Кожуро	initials_stripped_unreviewed	medium	3	2214	1935-01-05T09:00:00	1935-01-09T01:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Гертиком	Гертиком	initials_stripped_unreviewed	medium	3	1111	1935-01-02T19:00:00	1935-01-07T05:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Е. Горбачева	Горбачева	initials_stripped_unreviewed	medium	3	3748	1935-01-03T14:00:00	1935-01-05T18:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.К. Середохина	Середохина	initials_stripped_unreviewed	medium	3	1927	1935-01-01T01:00:00	1935-01-05T08:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Ф. Поповым	Поповым	initials_stripped_unreviewed	medium	3	733	1934-12-18T06:00:00	1935-01-04T15:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА” | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Котолыновым	Котолыновым	initials_stripped_unreviewed	medium	3	788	1934-12-17T08:00:00	1934-12-25T04:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.С. Антоновым	Антоновым	initials_stripped_unreviewed	medium	3	858	1934-12-17T08:00:00	1934-12-25T03:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.В. Румянцевым	Румянцевым	initials_stripped_unreviewed	medium	3	726	1934-12-18T10:00:00	1934-12-25T03:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА” | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.П. Мясниковым	Мясниковым	initials_stripped_unreviewed	medium	3	603	1934-12-18T10:00:00	1934-12-25T01:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.О. Ханика	Ханика	initials_stripped_unreviewed	medium	3	1553	1934-12-13T08:16:00	1934-12-21T05:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
