document_post_id	document_title	primary_process	package_likelihood	attachment_type	dominant_attachment_type
7705	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Л. Левина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7707	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.С. Раввы	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7709	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.Н. Маевского	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7711	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7713	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.М. Марьясина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7715	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.М. Марьясина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7715	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.М. Марьясина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	reference_note	interrogation_protocol
7724	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Г. Яковенко	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7726	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7756	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.В. Бурштейна	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7756	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.В. Бурштейна	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	interrogation_protocol
7756	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.В. Бурштейна	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	reference_note	interrogation_protocol
7762	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.М. Оберталлера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7779	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.П. Розита	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7779	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.П. Розита	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	interrogation_protocol
7784	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Г.Я. Сокольникова Н.И. Ежову	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
7787	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Д. Зайцева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7787	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Д. Зайцева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	interrogation_protocol
7789	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Т.Р. Левиной	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7789	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Т.Р. Левиной	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	interrogation_protocol
7792	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Н. Радина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7792	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Н. Радина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	interrogation_protocol
7794	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.П. Метальникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7800	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Ф. Дитятевой	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7811	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.М. Марьясина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7815	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.К. Язовских	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7818	Спецсообщение Н.И. Ежова И.В. Сталину о следствии по делу вредителей в системе хлеботорговли в Свердловске	ПРОЦЕСС 2-12 МАРТА 1938 г.	possible	interrogation_protocol	interrogation_protocol
7840	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Г. Белобородова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7849	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.А. Оганесова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7853	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Д. Томленова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7853	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Д. Томленова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	list	interrogation_protocol
7855	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Зорина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7862	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.А. Розенцвейга	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7878	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Ф. Головина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7885	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления и протокола допроса И.Н. Маевского	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7906	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Ф. Овчинникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7913	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Ф. Головина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7915	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса А.И. Емшанова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7930	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Ю. Харита	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7942	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7945	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Я. Карпова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7948	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.Н. Рокоса	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7950	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Д. Арефьева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7950	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Д. Арефьева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	interrogation_protocol
7952	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.В. Носова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7954	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Е. Алдаданова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7972	Спецсообщение Н.И. Ежова И.В. Сталину с приложением докладной записки С.А. Гоглидзе о троцкистском центре в Грузинской ССР	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7972	Спецсообщение Н.И. Ежова И.В. Сталину с приложением докладной записки С.А. Гоглидзе о троцкистском центре в Грузинской ССР	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	interrogation_protocol
7986	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7988	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	memo
7988	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	memo
7995	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	diary	diary
7995	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	diary
8001	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.И. Дуката	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8003	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Кармалитова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8003	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Кармалитова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	list	interrogation_protocol
8009	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.П. Калашникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8042	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Л. Колесникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8045	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления К.Н. Лукницкого Н.И. Ежову	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	unknown_attachment	unknown_attachment
8048	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Д. Гогоберидзе	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8132	Спецсообщение Н.И. Ежова И.В. Сталина с приложением протокола допроса В.А. Котова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8148	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.М. Букалова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8151	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Рыкова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8153	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Ф. Ульянова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8173	Спецсообщение Г.Г. Ягоды И.В. Сталину о троцкистской группе И.Н. Смирнова с приложением списков троцкистов	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	memo
8173	Спецсообщение Г.Г. Ягоды И.В. Сталину о троцкистской группе И.Н. Смирнова с приложением списков троцкистов	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	list	memo
8217	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8217	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	interrogation_protocol
8464	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8482	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса Д.Ф. Бузина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8509	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса В.Н. Астрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8515	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8545	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявлений Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	unknown_attachment	unknown_attachment
8547	Спецсообщение Я.С. Агранова И.В. Сталину с приложением показаний Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	unknown_attachment	unknown_attachment
8563	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса П.К. Башенкова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8574	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	memo
8574	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	memo
8576	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	memo
8576	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления Е.В. Цетлина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	list	memo
8592	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления А.Н. Слепкова и справки по его делу	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	memo
8592	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления А.Н. Слепкова и справки по его делу	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	reference_note	memo
8597	Спецсообщение Я.С. Агранова И.В. Сталину с приложением заявления П.Г. Петровского	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	unknown_attachment	unknown_attachment
8704	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8707	Спецсообщение Я.С. Агранова И.В. Сталину с приложением письма Н.И. Бухарина И.В. Сталину	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
8709	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Н.И. Бухарина о согласии давать показания	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	unknown_attachment	unknown_attachment
8777	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления А.В. Травиной в партком Комитета по высшей школе Совнаркома СССР	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	unknown_attachment	unknown_attachment
8849	Спецсообщение Н.И. Ежова И.В. Сталину с приложением “Тезисов о современном положении и задачах партии”	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	memo
8849	Спецсообщение Н.И. Ежова И.В. Сталину с приложением “Тезисов о современном положении и задачах партии”	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	memo
8871	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Е. Тамма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
8998	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.В. Трофимова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
9004	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Астрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
9026	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.С. Мамишвили-Мишкевича	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
9746	Спецсообщение Г.А. Молчанова Н.И. Ежову с приложением заявления А.Н. Слепкова и справки по его делу	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	reference_note	reference_note
9753	Спецсообщение Г.А. Молчанова Н.И. Ежову с приложением заявления А.П. Костиной и справкой по ее делу	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	strong	reference_note	reference_note
9756	Спецсообщение Г.А. Молчанова Н.И. Ежову с приложением заявления П.И. Шабалкина и справкой по его делу	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	reference_note
10123	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением описи архива троцкистов, изъятого при обыске квартиры С.В. Мрачковского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	memo
10123	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением описи архива троцкистов, изъятого при обыске квартиры С.В. Мрачковского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	list	memo
10123	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением описи архива троцкистов, изъятого при обыске квартиры С.В. Мрачковского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	theses	memo
10133	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления О. Равич о Г.Е. Зиновьеве	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	strong	theses	theses
10470	Спецсообщение Я.С. Агранова И.В. Сталину с приложением меморандума по делу арестованных троцкистов	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	memo
