document_post_id	document_title	primary_process	package_likelihood	attachment_type	dominant_attachment_type
5894	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Н. Дробниса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5895	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.И. Пучкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5895	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.И. Пучкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
5900	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5901	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Ф. Логинова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5902	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5903	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.И. Граше	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5904	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления К.Б. Радека о своей невиновности	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	memo
5904	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления К.Б. Радека о своей невиновности	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	memo
5906	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5907	Спецсообщение Н.И. Ежова В.М. Молотову с приложением протокола допроса И.А. Князева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5908	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Н. Лукницкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5908	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Н. Лукницкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
5909	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5910	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.С. Строилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5910	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.С. Строилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
5911	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Б. Радека	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5912	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5913	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5913	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
5915	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Ф. Овчинникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5916	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Е. Эйдмана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5920	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.В. Цетлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5920	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.В. Цетлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
5922	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.А. Афанасьева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5922	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.А. Афанасьева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
5922	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.А. Афанасьева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
5923	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.Ф. Сапожникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5923	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.Ф. Сапожникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	diary	interrogation_protocol
5923	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.Ф. Сапожникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
5924	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.П. Глебова-Авилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5925	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Б. Радека	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5926	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.П. Бухарцева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5926	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.П. Бухарцева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
5927	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Биткера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5927	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Биткера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
5955	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Н. Барулина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5958	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Голованова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5961	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Е. Пушина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5966	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Н. Яковлева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5971	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.П. Глебова-Авилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5971	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.П. Глебова-Авилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	reference_note	interrogation_protocol
5973	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.П. Глебова-Авилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6074	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Гальперина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6074	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Гальперина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
6150	Спецсообщение Н.И. Ежова И.В. Сталину с приложением письма В.М. Примакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
6160	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.З. Станкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6175	Спецсообщение Н.И. Ежова и А.Я. Вышинского И.В. Сталину с приложением проекта обвинительного заключения по делу о взрыве на шахте “Центральная” Кемеровского рудоуправления	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	memo
6175	Спецсообщение Н.И. Ежова и А.Я. Вышинского И.В. Сталину с приложением проекта обвинительного заключения по делу о взрыве на шахте “Центральная” Кемеровского рудоуправления	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	memo
6188	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.М. Коцюбинского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6188	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.М. Коцюбинского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
6194	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.М. Коцюбинского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6196	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6202	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6206	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.М. Коцюбинского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6208	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.М. Гуревича	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6210	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.В. Голубенко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6213	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.И. Матвеева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6216	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления В.И. Невского Н.И. Ежову о признании своей вины	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
6224	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.А. Кушнера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6231	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Мусульбаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6235	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Докучаева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6242	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Г. Радомысльского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6244	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.Г. Островского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6246	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Д. Каспаровой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6249	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Потяева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6255	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Р. Ельковича	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6261	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Б. Членова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6265	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.С. Сосновского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6265	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.С. Сосновского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
6271	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.С. Сычева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6282	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Муралова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6284	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6286	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6288	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Штейна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6290	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Штейна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6294	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Х. Варданиана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6303	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Г. Ромма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6303	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Г. Ромма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
6305	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Г. Ромма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6309	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6312	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Б. Радека	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6314	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6316	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.Д. Турока	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6322	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.П. Серебрякова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6324	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Д. Каспаровой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6333	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Д. Гогоберидзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6333	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Д. Гогоберидзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
6336	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Котова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6336	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Котова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
6338	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.А. Довганя	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6338	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.А. Довганя	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
6345	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между К.Б. Радеком и Ю.Л. Пятаковым	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
6350	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и С.А. Ратайчаком	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
6354	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и Л.П. Серебряковым	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
6357	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и Г.Я. Сокольниковым	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
6360	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Л.П. Серебряковым и Я.А. Лившицем	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
6370	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Андреева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6372	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.М. Андреева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6374	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.Р. Майера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6379	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Е. Пушина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6388	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.С. Богуславского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6388	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.С. Богуславского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
6406	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.М. Пружанской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6413	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса О.А. Лидака	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6446	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6457	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса Е.И. Перлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6459	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6459	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
6463	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ф.И. Вайсберга	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6470	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.И. Матвеева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6472	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6474	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Н. Уфимцевой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6476	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления В.Д. Каспаровой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
6486	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ф.В. Кипарисова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6488	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.И. Бурлакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6505	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Зорина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6512	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Я. Шаева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6516	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Мусульбаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6518	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.И. Пучкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6527	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Б. Радека	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6540	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6543	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Муралова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6545	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Ю. Тивеля	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6545	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Ю. Тивеля	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
6550	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.А. Жарикова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6550	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.А. Жарикова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
6584	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.И. Невского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6588	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Князева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6588	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Князева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
6596	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Кудряшева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6609	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.А. Афанасьева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
6609	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.А. Афанасьева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	interrogation_protocol
6663	Спецсообщение В.А. Балицкого Н.И. Ежову с приложением протокола допроса В.Ф. Логинова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6668	Спецсообщение В.А. Балицкого Н.И. Ежову с приложением протокола допроса И.О. Гольденберга	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6677	Спецсообщение В.А. Балицкого Н.И. Ежову с приложением протокола допроса И.М. Гуревича	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6685	Спецсообщение В.А. Балицкого Н.И. Ежову с приложением протокола допроса Ф.И. Вайсберга	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6693	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса А.В. Бочарова и двух стихотворений	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	strong	interrogation_protocol	interrogation_protocol
